cty,Name,Change_in_Poverty_Rate
cty28141,"Tishomingo County, MS",1.8384628
cty29047,"Clay County, MO",1.6890817
cty29019,"Boone County, MO",1.6724033
cty28139,"Tippah County, MS",1.4766293
cty28145,"Union County, MS",1.4414101
cty29031,"Cape Girardeau County, MO",1.1090641
cty29009,"Barry County, MO",1.0336761
cty28127,"Simpson County, MS",0.90868759
cty28117,"Prentiss County, MS",0.2112751
cty29027,"Callaway County, MO",-0.015712738
cty29037,"Cass County, MO",-0.12516403
cty28151,"Washington County, MS",-0.52014923
cty28121,"Rankin County, MS",-0.69486237
cty28115,"Pontotoc County, MS",-0.94059181
cty28113,"Pike County, MS",-4.840807
cty28119,"Quitman County, MS",
cty28123,"Scott County, MS",-2.5742073
cty28125,"Sharkey County, MS",
cty28161,"Yalobusha County, MS",1.6885338
cty29007,"Audrain County, MO",0.8789587
cty29011,"Barton County, MO",0.48718262
cty29013,"Bates County, MO",-0.51292992
cty29039,"Cedar County, MO",-0.92912483
cty29029,"Camden County, MO",-0.98103905
cty29043,"Christian County, MO",-1.5957842
cty29021,"Buchanan County, MO",-1.7096777
cty29017,"Bollinger County, MO",-2.1627712
cty29015,"Benton County, MO",-2.2139568
cty28149,"Warren County, MS",-3.0297356
cty29023,"Butler County, MO",-3.4046307
cty29049,"Clinton County, MO",-3.6608315
cty29003,"Andrew County, MO",-4.7170134
cty28137,"Tate County, MS",-4.8871422
cty28159,"Winston County, MS",-5.3443794
cty28129,"Smith County, MS",-5.6911621
cty28153,"Wayne County, MS",-5.9891396
cty28133,"Sunflower County, MS",-6.8743553
cty28131,"Stone County, MS",-7.5428181
cty28135,"Tallahatchie County, MS",-8.6397705
cty28143,"Tunica County, MS",
cty28147,"Walthall County, MS",
cty28157,"Wilkinson County, MS",
cty28163,"Yazoo County, MS",-7.8208637
cty29005,"Atchison County, MO",
cty29025,"Caldwell County, MO",
cty29033,"Carroll County, MO",
cty29035,"Carter County, MO",
cty29041,"Chariton County, MO",
cty29045,"Clark County, MO",
cty29097,"Jasper County, MO",3.1563368
cty29121,"Macon County, MO",2.1993618
cty29095,"Jackson County, MO",1.8753414
cty29099,"Jefferson County, MO",1.8090129
cty29071,"Franklin County, MO",1.7311678
cty29073,"Gasconade County, MO",1.6499462
cty29051,"Cole County, MO",1.50914
cty29089,"Howard County, MO",1.3985386
cty29145,"Newton County, MO",1.3647881
cty29147,"Nodaway County, MO",1.2470989
cty29151,"Osage County, MO",1.1719456
cty29077,"Greene County, MO",1.131712
cty29093,"Iron County, MO",0.802145
cty29101,"Johnson County, MO",0.57184696
cty29109,"Lawrence County, MO",0.056619644
cty29055,"Crawford County, MO",-0.061918259
cty29053,"Cooper County, MO",-0.17478561
cty29057,"Dade County, MO",
cty29127,"Marion County, MO",0.06873703
cty29139,"Montgomery County, MO",-0.29192448
cty29105,"Laclede County, MO",-0.75483799
cty29111,"Lewis County, MO",-0.82640076
cty29135,"Moniteau County, MO",-0.8857193
cty29107,"Lafayette County, MO",-1.1601381
cty29141,"Morgan County, MO",-1.1602898
cty29113,"Lincoln County, MO",-1.5608215
cty29083,"Henry County, MO",-1.6225128
cty29115,"Linn County, MO",-1.7111387
cty29133,"Mississippi County, MO",-1.8255939
cty29131,"Miller County, MO",-3.0190115
cty29119,"McDonald County, MO",-3.100914
cty29155,"Pemiscot County, MO",-4.2419262
cty29123,"Madison County, MO",-4.2795563
cty29143,"New Madrid County, MO",-4.5526695
cty29067,"Douglas County, MO",-4.7689724
cty29091,"Howell County, MO",-5.1112633
cty29059,"Dallas County, MO",-6.6775455
cty29061,"Daviess County, MO",
cty29063,"DeKalb County, MO",-4.6943741
cty29079,"Grundy County, MO",-5.3888435
cty29069,"Dunklin County, MO",-6.2637177
cty29065,"Dent County, MO",-6.7013073
cty29075,"Gentry County, MO",
cty29081,"Harrison County, MO",
cty29085,"Hickory County, MO",
cty29087,"Holt County, MO",
cty29117,"Livingston County, MO",
cty29125,"Maries County, MO",
cty29137,"Monroe County, MO",
cty29149,"Oregon County, MO",
cty29153,"Ozark County, MO",
cty29217,"Vernon County, MO",4.9028282
cty29189,"St. Louis County, MO",3.5607052
cty29175,"Randolph County, MO",3.4467754
cty30027,"Fergus County, MT",2.7001877
cty30053,"Lincoln County, MT",2.5813456
cty30023,"Deer Lodge County, MT",2.4385242
cty29195,"Saline County, MO",2.3522501
cty30043,"Jefferson County, MT",2.3379149
cty29159,"Pettis County, MO",1.6662998
cty29161,"Phelps County, MO",1.3804111
cty29219,"Warren County, MO",1.2628727
cty30063,"Missoula County, MT",1.2456055
cty29167,"Polk County, MO",1.2097855
cty29201,"Scott County, MO",1.1382103
cty29165,"Platte County, MO",1.1136289
cty29229,"Wright County, MO",0.83420753
cty30013,"Cascade County, MT",-0.04795742
cty29183,"St. Charles County, MO",-0.082439423
cty29209,"Stone County, MO",-0.097711563
cty30047,"Lake County, MT",-0.13084984
cty29213,"Taney County, MO",-0.20346165
cty29510,"St. Louis city, MO",-0.22947884
cty29225,"Webster County, MO",-0.27248955
cty30017,"Custer County, MT",-0.70611286
cty29173,"Ralls County, MO",-1.1057825
cty29177,"Ray County, MO",-1.1298637
cty30049,"Lewis and Clark County, MT",-1.37286
cty29169,"Pulaski County, MO",-1.4893923
cty29157,"Perry County, MO",-2.4562931
cty29163,"Pike County, MO",-5.469202
cty29171,"Putnam County, MO",
cty29179,"Reynolds County, MO",
cty29186,"Ste. Genevieve County, MO",-1.271184
cty29187,"St. Francois County, MO",-1.662158
cty30041,"Hill County, MT",-1.7343998
cty30029,"Flathead County, MT",-2.8819466
cty30031,"Gallatin County, MT",-3.0366688
cty29215,"Texas County, MO",-3.2123241
cty30001,"Beaverhead County, MT",-4.4788027
cty29185,"St. Clair County, MO",-5.7575073
cty29181,"Ripley County, MO",-6.4974518
cty29199,"Scotland County, MO",
cty29203,"Shannon County, MO",
cty29205,"Shelby County, MO",
cty29207,"Stoddard County, MO",-2.9358234
cty29211,"Sullivan County, MO",
cty29221,"Washington County, MO",-6.5158672
cty29223,"Wayne County, MO",-7.8933735
cty30003,"Big Horn County, MT",
cty30021,"Dawson County, MT",
cty30035,"Glacier County, MT",-11.642086
cty30065,"Musselshell County, MT",
cty30067,"Park County, MT",
cty30077,"Powell County, MT",
cty31047,"Dawson County, NE",4.374568
cty31001,"Adams County, NE",3.3782301
cty31053,"Dodge County, NE",3.1570015
cty30089,"Sanders County, MT",2.8894501
cty30083,"Richland County, MT",2.1855955
cty30093,"Silver Bow County, MT",1.0885172
cty31019,"Buffalo County, NE",0.99950981
cty31079,"Hall County, NE",0.60150337
cty31013,"Box Butte County, NE",0.43885803
cty30081,"Ravalli County, MT",-1.633234
cty30085,"Roosevelt County, MT",-2.7923412
cty30087,"Rosebud County, MT",
cty30101,"Toole County, MT",
cty30105,"Valley County, MT",
cty30111,"Yellowstone County, MT",-0.82755184
cty31003,"Antelope County, NE",
cty31011,"Boone County, NE",
cty31021,"Burt County, NE",
cty31023,"Butler County, NE",
cty31025,"Cass County, NE",-2.6614761
cty31027,"Cedar County, NE",
cty31031,"Cherry County, NE",
cty31043,"Dakota County, NE",2.7920122
cty31109,"Lancaster County, NE",2.6923218
cty31055,"Douglas County, NE",2.1432018
cty31033,"Cheyenne County, NE",0.3430233
cty31035,"Clay County, NE",
cty31119,"Madison County, NE",1.8478413
cty31037,"Colfax County, NE",0.37643147
cty31039,"Cuming County, NE",
cty31131,"Otoe County, NE",0.64382744
cty31081,"Hamilton County, NE",-1.5400076
cty31067,"Gage County, NE",-2.0159903
cty31041,"Custer County, NE",-3.5266056
cty31045,"Dawes County, NE",
cty31145,"Red Willow County, NE",-3.7137346
cty31089,"Holt County, NE",-4.9334269
cty31093,"Howard County, NE",
cty31095,"Jefferson County, NE",
cty31099,"Kearney County, NE",
cty31101,"Keith County, NE",
cty31107,"Knox County, NE",
cty31111,"Lincoln County, NE",-2.5630646
cty31121,"Merrick County, NE",
cty31127,"Nemaha County, NE",
cty31137,"Phelps County, NE",
cty31139,"Pierce County, NE",
cty31141,"Platte County, NE",-0.9242034
cty31147,"Richardson County, NE",
cty32023,"Nye County, NV",5.6951342
cty34031,"Passaic County, NJ",4.9500189
cty32510,"Carson City, NV",4.2579775
cty33017,"Strafford County, NH",3.603797
cty32013,"Humboldt County, NV",3.1837854
cty33001,"Belknap County, NH",2.603148
cty34023,"Middlesex County, NJ",2.4682159
cty32031,"Washoe County, NV",2.4307775
cty33013,"Merrimack County, NH",2.2113895
cty34011,"Cumberland County, NJ",2.0572805
cty34021,"Mercer County, NJ",1.9935055
cty34029,"Ocean County, NJ",1.9460425
cty33005,"Cheshire County, NH",1.8252449
cty34003,"Bergen County, NJ",1.7322927
cty33007,"Coos County, NH",1.6713438
cty31185,"York County, NE",1.6348147
cty33011,"Hillsborough County, NH",1.529067
cty31153,"Sarpy County, NE",1.5093379
cty34001,"Atlantic County, NJ",1.2229443
cty34007,"Camden County, NJ",1.1450882
cty34025,"Monmouth County, NJ",1.1039152
cty32005,"Douglas County, NV",1.0610189
cty34015,"Gloucester County, NJ",1.0548635
cty34019,"Hunterdon County, NJ",0.94500303
cty34005,"Burlington County, NJ",0.93556452
cty34009,"Cape May County, NJ",0.87995529
cty34035,"Somerset County, NJ",0.86982107
cty34027,"Morris County, NJ",0.71939778
cty31157,"Scotts Bluff County, NE",0.62560272
cty33019,"Sullivan County, NH",0.49995327
cty32003,"Clark County, NV",0.35765553
cty34013,"Essex County, NJ",0.23692513
cty33015,"Rockingham County, NH",0.18981934
cty33003,"Carroll County, NH",0.16516304
cty31179,"Wayne County, NE",0.076025009
cty34017,"Hudson County, NJ",-0.084080696
cty33009,"Grafton County, NH",-0.13979912
cty31159,"Seward County, NE",-0.28984356
cty32019,"Lyon County, NV",-0.7269659
cty32007,"Elko County, NV",-0.89127159
cty31177,"Washington County, NE",-0.92728758
cty31151,"Saline County, NE",-1.0897703
cty31155,"Saunders County, NE",-2.8343334
cty31161,"Sheridan County, NE",
cty31167,"Stanton County, NE",
cty31169,"Thayer County, NE",
cty31173,"Thurston County, NE",
cty32001,"Churchill County, NV",-2.3244591
cty32033,"White Pine County, NV",
cty35051,"Sierra County, NM",5.7732201
cty36007,"Broome County, NY",4.4550028
cty36015,"Chemung County, NY",4.4370499
cty36037,"Genesee County, NY",3.7382898
cty36035,"Fulton County, NY",3.6073189
cty36001,"Albany County, NY",2.7854309
cty36027,"Dutchess County, NY",2.616024
cty36013,"Chautauqua County, NY",2.5065737
cty36039,"Greene County, NY",2.3346481
cty36025,"Delaware County, NY",2.3337622
cty36011,"Cayuga County, NY",2.1749277
cty35035,"Otero County, NM",2.1566906
cty36003,"Allegany County, NY",2.0109653
cty35029,"Luna County, NM",1.9958344
cty36023,"Cortland County, NY",1.7174454
cty36009,"Cattaraugus County, NY",1.6627645
cty36029,"Erie County, NY",1.6309547
cty34039,"Union County, NJ",1.4387074
cty34037,"Sussex County, NJ",1.2567451
cty34041,"Warren County, NJ",0.90461445
cty35028,"Los Alamos County, NM",0.79682922
cty36017,"Chenango County, NY",0.77937508
cty35001,"Bernalillo County, NM",0.5933857
cty36031,"Essex County, NY",0.44084549
cty35009,"Curry County, NM",0.42301369
cty35049,"Santa Fe County, NM",0.34905148
cty36019,"Clinton County, NY",-0.11530876
cty36021,"Columbia County, NY",-0.12326336
cty35061,"Valencia County, NM",-0.43586922
cty35007,"Colfax County, NM",-0.66704559
cty36005,"Bronx County, NY",-0.77143097
cty34033,"Salem County, NJ",-0.77163696
cty35053,"Socorro County, NM",-0.77332687
cty35005,"Chaves County, NM",-1.1150055
cty35057,"Torrance County, NM",-1.6164322
cty35013,"Do±íáüna County, NM",-1.8458042
cty36033,"Franklin County, NY",-1.9362812
cty35041,"Roosevelt County, NM",-2.1279202
cty35043,"Sandoval County, NM",-4.6996689
cty35025,"Lea County, NM",-5.0976543
cty35015,"Eddy County, NM",-5.3367958
cty35047,"San Miguel County, NM",-5.5565281
cty35017,"Grant County, NM",-6.2506685
cty35039,"Rio Arriba County, NM",-7.4081135
cty35045,"San Juan County, NM",-10.107784
cty35006,"Cibola County, NM",-11.092564
cty35023,"Hidalgo County, NM",
cty35027,"Lincoln County, NM",-6.3564835
cty35031,"McKinley County, NM",-9.8187675
cty35037,"Quay County, NM",
cty35055,"Taos County, NM",-9.0011806
cty35059,"Union County, NM",
cty37001,"Alamance County, NC",6.2573118
cty37003,"Alexander County, NC",4.9956121
cty36087,"Rockland County, NY",4.683166
cty39171,"Williams County, OH",4.0922384
cty36051,"Livingston County, NY",3.7926989
cty39149,"Shelby County, OH",3.724174
cty36075,"Oswego County, NY",3.6110296
cty37017,"Bladen County, NC",3.5811157
cty36057,"Montgomery County, NY",3.5568438
cty37007,"Anson County, NC",3.2354927
cty36111,"Ulster County, NY",3.0942526
cty36073,"Orleans County, NY",3.0470438
cty36067,"Onondaga County, NY",2.9735909
cty36099,"Seneca County, NY",2.9686661
cty36079,"Putnam County, NY",2.9632747
cty36045,"Jefferson County, NY",2.7875109
cty36049,"Lewis County, NY",2.7490005
cty39113,"Montgomery County, OH",2.7435083
cty36055,"Monroe County, NY",2.7159824
cty36117,"Wayne County, NY",2.684865
cty39155,"Trumbull County, OH",2.6348877
cty36065,"Oneida County, NY",2.5862684
cty36093,"Schenectady County, NY",2.5067015
cty37021,"Buncombe County, NC",2.3951778
cty36071,"Orange County, NY",2.3875923
cty36115,"Washington County, NY",2.322299
cty39123,"Ottawa County, OH",2.3108664
cty36085,"Richmond County, NY",2.2084827
cty36121,"Wyoming County, NY",1.9749861
cty39173,"Wood County, OH",1.9749165
cty36083,"Rensselaer County, NY",1.7688789
cty36063,"Niagara County, NY",1.5141335
cty40031,"Comanche County, OK",1.4959965
cty39107,"Mercer County, OH",1.2864504
cty36077,"Otsego County, NY",1.2773409
cty39151,"Stark County, OH",1.2726421
cty36105,"Sullivan County, NY",1.272563
cty36109,"Tompkins County, NY",1.2691116
cty36081,"Queens County, NY",1.2229223
cty39137,"Putnam County, OH",1.1842914
cty39119,"Muskingum County, OH",1.1058197
cty36119,"Westchester County, NY",1.0456619
cty36059,"Nassau County, NY",1.0419288
cty36113,"Warren County, NY",1.0228186
cty39143,"Sandusky County, OH",1.0210199
cty39167,"Washington County, OH",1.0198841
cty39139,"Richland County, OH",0.90400887
cty39133,"Portage County, OH",0.88730335
cty39153,"Summit County, OH",0.83576202
cty40035,"Craig County, OK",0.80919838
cty40027,"Cleveland County, OK",0.79360485
cty36107,"Tioga County, NY",0.68177891
cty36069,"Ontario County, NY",0.6265893
cty36103,"Suffolk County, NY",0.61520958
cty39147,"Seneca County, OH",0.58262253
cty36053,"Madison County, NY",0.51834393
cty36091,"Saratoga County, NY",0.51550484
cty39161,"Van Wert County, OH",0.31520414
cty36101,"Steuben County, NY",0.27336693
cty39157,"Tuscarawas County, OH",0.19111919
cty39109,"Miami County, OH",0.084549904
cty39175,"Wyandot County, OH",0.034125328
cty39165,"Warren County, OH",-0.26632261
cty36123,"Yates County, NY",-0.38269806
cty39125,"Paulding County, OH",-0.41133785
cty39129,"Pickaway County, OH",-0.41384792
cty36095,"Schoharie County, NY",-0.56165314
cty36089,"St. Lawrence County, NY",-0.63372612
cty40001,"Adair County, OK",-0.63985825
cty40017,"Canadian County, OK",-0.69279337
cty36047,"Kings County, NY",-0.88164711
cty36043,"Herkimer County, NY",-1.1484995
cty39121,"Noble County, OH",-1.2435932
cty39159,"Union County, OH",-1.2479463
cty36097,"Schuyler County, NY",-1.2884998
cty39117,"Morrow County, OH",-1.4053659
cty37011,"Avery County, NC",-1.4133024
cty39135,"Preble County, OH",-1.6993361
cty37009,"Ashe County, NC",-1.7115898
cty39141,"Ross County, OH",-1.7561026
cty39115,"Morgan County, OH",-1.7733326
cty39169,"Wayne County, OH",-1.8007641
cty40021,"Cherokee County, OK",-2.0341148
cty40013,"Bryan County, OK",-2.2659016
cty39127,"Perry County, OH",-2.546236
cty39131,"Pike County, OH",-3.1667118
cty36061,"New York County, NY",-3.1991062
cty37005,"Alleghany County, NC",
cty37019,"Brunswick County, NC",-3.0295706
cty37013,"Beaufort County, NC",-3.1310387
cty37015,"Bertie County, NC",-3.3930378
cty37023,"Burke County, NC",
cty37081,"Guilford County, NC",5.3296728
cty37035,"Catawba County, NC",5.1349721
cty37027,"Caldwell County, NC",4.9734831
cty37033,"Caswell County, NC",4.7576332
cty37071,"Gaston County, NC",4.4489059
cty37057,"Davidson County, NC",4.2726173
cty37061,"Duplin County, NC",4.2640209
cty37067,"Forsyth County, NC",4.1343975
cty37111,"McDowell County, NC",3.7935247
cty37109,"Lincoln County, NC",3.6766768
cty37065,"Edgecombe County, NC",3.4257145
cty37107,"Lenoir County, NC",3.4185009
cty37099,"Jackson County, NC",3.3849258
cty37097,"Iredell County, NC",3.3087854
cty37063,"Durham County, NC",2.8582745
cty37025,"Cabarrus County, NC",2.7952452
cty37059,"Davie County, NC",2.58288
cty37051,"Cumberland County, NC",2.4716301
cty37037,"Chatham County, NC",2.3548746
cty37119,"Mecklenburg County, NC",1.7829695
cty37117,"Martin County, NC",1.6364079
cty37089,"Henderson County, NC",1.6242647
cty37127,"Nash County, NC",1.407033
cty37049,"Craven County, NC",1.3255405
cty37055,"Dare County, NC",1.2461596
cty37125,"Moore County, NC",1.0253782
cty37041,"Chowan County, NC",0.88809586
cty37121,"Mitchell County, NC",0.52237892
cty37079,"Greene County, NC",0.44884491
cty37043,"Clay County, NC",0.27884293
cty37105,"Lee County, NC",0.12211132
cty37069,"Franklin County, NC",0.10066891
cty37031,"Carteret County, NC",0.048505783
cty37101,"Johnston County, NC",-0.042459488
cty37087,"Haywood County, NC",-0.060228348
cty37083,"Halifax County, NC",-0.5791893
cty37093,"Hoke County, NC",-0.75707436
cty37085,"Harnett County, NC",-0.96973228
cty37047,"Columbus County, NC",-1.3001022
cty37091,"Hertford County, NC",-1.4221802
cty37077,"Granville County, NC",-1.5402937
cty37053,"Currituck County, NC",-1.7833185
cty37113,"Macon County, NC",-2.1721869
cty37103,"Jones County, NC",-2.1810398
cty37115,"Madison County, NC",-3.4809551
cty37039,"Cherokee County, NC",-5.7900648
cty37029,"Camden County, NC",-8.5773077
cty37045,"Cleveland County, NC",
cty37123,"Montgomery County, NC",
cty37155,"Robeson County, NC",5.9945316
cty37161,"Rutherford County, NC",5.7198706
cty37159,"Rowan County, NC",5.4610786
cty37193,"Wilkes County, NC",5.416894
cty37187,"Washington County, NC",5.3843212
cty37171,"Surry County, NC",5.3540392
cty38035,"Grand Forks County, ND",5.0854397
cty39077,"Huron County, OH",4.4790621
cty39063,"Hancock County, OH",4.3504214
cty39009,"Athens County, OH",4.1162796
cty39005,"Ashland County, OH",3.8421078
cty39101,"Marion County, OH",3.8335791
cty39039,"Defiance County, OH",3.7818756
cty37149,"Polk County, NC",3.7412767
cty39051,"Fulton County, OH",3.3008642
cty39043,"Erie County, OH",3.1033745
cty37191,"Wayne County, NC",2.9799137
cty37157,"Rockingham County, NC",2.8151207
cty39049,"Franklin County, OH",2.8011932
cty39085,"Lake County, OH",2.7777548
cty39021,"Champaign County, OH",2.7288008
cty39003,"Allen County, OH",2.6927662
cty39091,"Logan County, OH",2.6863298
cty39035,"Cuyahoga County, OH",2.6810493
cty37145,"Person County, NC",2.4340696
cty37197,"Yadkin County, NC",2.4295702
cty37167,"Stanly County, NC",2.2453585
cty37135,"Orange County, NC",2.1962843
cty37133,"Onslow County, NC",2.1218596
cty37175,"Transylvania County, NC",2.0803776
cty39017,"Butler County, OH",2.045763
cty39095,"Lucas County, OH",2.01371
cty37147,"Pitt County, NC",1.8774109
cty39069,"Henry County, OH",1.8117881
cty39055,"Geauga County, OH",1.7205009
cty37179,"Union County, NC",1.5850554
cty39047,"Fayette County, OH",1.4846058
cty39023,"Clark County, OH",1.4333124
cty39057,"Greene County, OH",1.313796
cty39093,"Lorain County, OH",1.0949049
cty38017,"Cass County, ND",1.0719547
cty37169,"Stokes County, NC",1.0525608
cty39097,"Madison County, OH",1.0434875
cty37189,"Watauga County, NC",0.98867989
cty37183,"Wake County, NC",0.96669102
cty39061,"Hamilton County, OH",0.94361687
cty39099,"Mahoning County, OH",0.81276608
cty39031,"Coshocton County, OH",0.74917507
cty39037,"Darke County, OH",0.72979546
cty39027,"Clinton County, OH",0.69806385
cty39011,"Auglaize County, OH",0.68171692
cty39019,"Carroll County, OH",0.57931423
cty39045,"Fairfield County, OH",0.56199551
cty39053,"Gallia County, OH",0.5193615
cty37129,"New Hanover County, NC",0.51808643
cty37195,"Wilson County, NC",0.48759651
cty39025,"Clermont County, OH",0.48453617
cty39081,"Jefferson County, OH",0.40903473
cty39103,"Medina County, OH",0.38067913
cty39033,"Crawford County, OH",0.29198074
cty38093,"Stutsman County, ND",0.10584736
cty39089,"Licking County, OH",0.10037136
cty39007,"Ashtabula County, OH",-0.010572433
cty38077,"Richland County, ND",-0.017325401
cty37131,"Northampton County, NC",-0.054521561
cty37163,"Sampson County, NC",-0.13011551
cty39073,"Hocking County, OH",-0.22148895
cty39059,"Guernsey County, OH",-0.27353477
cty39067,"Harrison County, OH",-0.6032753
cty37199,"Yancey County, NC",-0.65839005
cty39029,"Columbiana County, OH",-0.68323803
cty39015,"Brown County, OH",-0.72293854
cty39065,"Hardin County, OH",-0.91115761
cty38015,"Burleigh County, ND",-1.2012234
cty39041,"Delaware County, OH",-1.2166271
cty39083,"Knox County, OH",-1.2199678
cty39071,"Highland County, OH",-1.6261292
cty37185,"Warren County, NC",-1.6651134
cty37141,"Pender County, NC",-1.6895514
cty39013,"Belmont County, OH",-2.0571194
cty38099,"Walsh County, ND",-2.8319912
cty37143,"Perquimans County, NC",-2.9528236
cty38071,"Ramsey County, ND",-3.2145681
cty37139,"Pasquotank County, NC",-3.4118099
cty39087,"Lawrence County, OH",-3.4245605
cty40019,"Carter County, OK",-3.4676991
cty39163,"Vinton County, OH",-3.6232166
cty39079,"Jackson County, OH",-3.7348766
cty39145,"Scioto County, OH",-3.7378597
cty38105,"Williams County, ND",-3.7755136
cty39111,"Monroe County, OH",-3.85215
cty40009,"Beckham County, OK",-4.2116299
cty38101,"Ward County, ND",-4.6920929
cty37137,"Pamlico County, NC",-5.102808
cty37151,"Randolph County, NC",
cty37153,"Richmond County, NC",
cty37165,"Scotland County, NC",
cty37173,"Swain County, NC",-4.8590832
cty37181,"Vance County, NC",
cty38059,"Morton County, ND",-3.9110632
cty38003,"Barnes County, ND",-6.1787615
cty38009,"Bottineau County, ND",
cty38079,"Rolette County, ND",
cty38089,"Stark County, ND",-4.0151815
cty38097,"Traill County, ND",
cty39001,"Adams County, OH",-5.5620213
cty40015,"Caddo County, OK",-6.2590199
cty40023,"Choctaw County, OK",-6.9009151
cty39105,"Meigs County, OH",-7.5165958
cty40005,"Atoka County, OK",-10.377443
cty40011,"Blaine County, OK",
cty40029,"Coal County, OK",
cty40033,"Cotton County, OK",
cty40071,"Kay County, OK",5.420126
cty40147,"Washington County, OK",3.2413139
cty40119,"Payne County, OK",3.1946163
cty40139,"Texas County, OK",3.0925541
cty40047,"Garfield County, OK",2.585248
cty40109,"Oklahoma County, OK",2.0529222
cty40039,"Custer County, OK",2.0269318
cty40041,"Delaware County, OK",1.9293785
cty40143,"Tulsa County, OK",1.5901976
cty40065,"Jackson County, OK",1.4521542
cty40117,"Pawnee County, OK",1.3429413
cty40125,"Pottawatomie County, OK",0.1451931
cty40073,"Kingfisher County, OK",0.00067806244
cty40037,"Creek County, OK",-0.089295387
cty40133,"Seminole County, OK",-0.33089256
cty40079,"Le Flore County, OK",-0.96017456
cty40081,"Lincoln County, OK",-1.8202868
cty40051,"Grady County, OK",-1.9723549
cty40049,"Garvin County, OK",-2.8054333
cty40055,"Greer County, OK",
cty40091,"McIntosh County, OK",-0.62251472
cty40145,"Wagoner County, OK",-0.77532482
cty40131,"Rogers County, OK",-1.3071823
cty40123,"Pontotoc County, OK",-1.3862591
cty40105,"Nowata County, OK",-1.4980297
cty40083,"Logan County, OK",-2.0396233
cty40085,"Love County, OK",-2.0615749
cty40111,"Okmulgee County, OK",-2.587759
cty40097,"Mayes County, OK",-2.6345997
cty40135,"Sequoyah County, OK",-2.6840591
cty40115,"Ottawa County, OK",-2.70578
cty40113,"Osage County, OK",-2.7126417
cty40101,"Muskogee County, OK",-2.7568321
cty40089,"McCurtain County, OK",-2.9229164
cty40103,"Noble County, OK",-3.2005014
cty40087,"McClain County, OK",-3.2959328
cty40121,"Pittsburg County, OK",-3.5510674
cty40149,"Washita County, OK",-3.8763752
cty40137,"Stephens County, OK",-4.4290218
cty40063,"Hughes County, OK",-4.6647339
cty40107,"Okfuskee County, OK",-5.7123909
cty40099,"Murray County, OK",-6.6291304
cty40077,"Latimer County, OK",-7.7045555
cty40061,"Haskell County, OK",-9.2565975
cty40067,"Jefferson County, OK",
cty40095,"Marshall County, OK",-7.9008741
cty40069,"Johnston County, OK",-7.9201832
cty40075,"Kiowa County, OK",
cty40093,"Major County, OK",
cty40127,"Pushmataha County, OK",-5.2269287
cty40141,"Tillman County, OK",
cty40151,"Woods County, OK",
cty41001,"Baker County, OR",4.7382622
cty42101,"Philadelphia County, PA",3.8859806
cty42011,"Berks County, PA",3.7809496
cty42077,"Lehigh County, PA",3.7471662
cty41003,"Benton County, OR",3.5885468
cty41067,"Washington County, OR",3.2287803
cty41041,"Lincoln County, OR",2.9251232
cty42123,"Warren County, PA",2.8162146
cty42097,"Northumberland County, PA",2.7792521
cty42069,"Lackawanna County, PA",2.7121286
cty41013,"Crook County, OR",2.5388594
cty41065,"Wasco County, OR",2.4475756
cty41051,"Multnomah County, OR",2.420722
cty42045,"Delaware County, PA",2.3866401
cty42119,"Union County, PA",2.3509779
cty42081,"Lycoming County, PA",2.3407125
cty42037,"Columbia County, PA",2.2791157
cty41047,"Marion County, OR",2.2480145
cty42049,"Erie County, PA",2.1711178
cty42089,"Monroe County, PA",2.062871
cty42133,"York County, PA",2.0293574
cty42093,"Montour County, PA",2.0259523
cty42103,"Pike County, PA",1.9847894
cty41005,"Clackamas County, OR",1.9549599
cty42091,"Montgomery County, PA",1.8824303
cty41039,"Lane County, OR",1.758007
cty41049,"Morrow County, OR",1.7084932
cty44001,"Bristol County, RI",1.6854544
cty44003,"Kent County, RI",1.6507158
cty42015,"Bradford County, PA",1.6383352
cty42079,"Luzerne County, PA",1.6058121
cty42099,"Perry County, PA",1.5414305
cty42029,"Chester County, PA",1.48981
cty41043,"Linn County, OR",1.4194317
cty42107,"Schuylkill County, PA",1.357667
cty41015,"Curry County, OR",1.3149662
cty42115,"Susquehanna County, PA",1.2900696
cty42043,"Dauphin County, PA",1.2404156
cty41071,"Yamhill County, OR",1.1496849
cty42121,"Venango County, PA",1.105937
cty42041,"Cumberland County, PA",1.086657
cty42003,"Allegheny County, PA",1.0529213
cty42071,"Lancaster County, PA",0.99836874
cty42017,"Bucks County, PA",0.91797733
cty42057,"Fulton County, PA",0.88281345
cty41035,"Klamath County, OR",0.873209
cty42033,"Clearfield County, PA",0.83932877
cty42075,"Lebanon County, PA",0.81475735
cty41029,"Jackson County, OR",0.70056534
cty42009,"Bedford County, PA",0.59583664
cty42047,"Elk County, PA",0.57167816
cty42095,"Northampton County, PA",0.50412369
cty42117,"Tioga County, PA",0.47371674
cty42109,"Snyder County, PA",0.47225189
cty42105,"Potter County, PA",0.47023869
cty41057,"Tillamook County, OR",0.34756756
cty42127,"Wayne County, PA",0.29536629
cty42001,"Adams County, PA",0.2908349
cty42027,"Centre County, PA",0.27841377
cty42087,"Mifflin County, PA",0.25367928
cty42021,"Cambria County, PA",0.24380779
cty42025,"Carbon County, PA",0.13772869
cty41011,"Coos County, OR",-0.023757935
cty42065,"Jefferson County, PA",-0.2802124
